pH,TDS,Turbidity,Temp,Season,KNN_Status,Recommended_Crop
9.81,2372,26,22,Rabi,Abnormal,No Crops Suitable
6.64,325,1,24,Summer,Normal,Mango
4.65,1328,2,40,Summer,Abnormal,No Crops Suitable
7.43,428,2,29,Summer,Normal,Sweet Orange
9.73,1304,40,39,Rabi,Abnormal,No Crops Suitable
7.06,1058,5,28,Summer,Normal,Mango
4.31,1704,50,43,Kharif,Abnormal,No Crops Suitable
6.33,2887,33,36,Summer,Abnormal,No Crops Suitable
4.5,537,30,30,Summer,Abnormal,No Crops Suitable
7.5,656,16,25,Kharif,Normal,Cotton
5.7,449,0,17,Rabi,Abnormal,No Crops Suitable
7.43,1054,5,25,Kharif,Normal,Maize
5.03,2912,31,33,Kharif,Abnormal,No Crops Suitable
6.12,512,13,22,Kharif,Normal,Paddy
8.81,440,1,22,Rabi,Normal,Bengal Gram
6.44,428,1,25,Kharif,Normal,Castor
7.78,2080,0,44,Kharif,Abnormal,No Crops Suitable
8.35,1106,14,32,Rabi,Normal,Jowar
8.47,210,48,34,Kharif,Abnormal,No Crops Suitable
6.22,656,4,29,Summer,Normal,Mango
4.75,1578,36,10,Summer,Abnormal,No Crops Suitable
6.39,1606,4,39,Kharif,Abnormal,No Crops Suitable
5.64,1286,0,13,Summer,Abnormal,No Crops Suitable
5.49,1850,45,41,Rabi,Abnormal,No Crops Suitable
6.74,420,4,25,Rabi,Normal,Chillies
6.74,619,19,18,Kharif,Abnormal,No Crops Suitable
7.39,578,0,40,Summer,Abnormal,No Crops Suitable
6.07,680,13,37,Kharif,Abnormal,No Crops Suitable
5.54,331,0,22,Kharif,Normal,Castor
9.27,820,5,17,Summer,Abnormal,No Crops Suitable
7.32,1020,0,29,Summer,Normal,Sweet Orange
7.04,798,1,28,Summer,Normal,Sweet Orange
7.43,654,46,13,Rabi,Abnormal,No Crops Suitable
5.57,1537,8,24,Summer,Normal,Tomato
7.97,1217,3,30,Kharif,Normal,Cotton
6.55,973,45,18,Rabi,Abnormal,No Crops Suitable
4.07,703,36,25,Rabi,Abnormal,No Crops Suitable
5.36,2517,46,41,Kharif,Abnormal,No Crops Suitable
7.28,305,7,33,Summer,Normal,Pomegranate
6.05,833,17,45,Kharif,Abnormal,No Crops Suitable
4.29,1988,2,39,Rabi,Abnormal,No Crops Suitable
4.03,1941,50,34,Rabi,Abnormal,No Crops Suitable
9.59,1537,2,12,Kharif,Abnormal,No Crops Suitable
8.79,1319,21,14,Rabi,Abnormal,No Crops Suitable
4.74,305,16,43,Rabi,Abnormal,No Crops Suitable
5.7,2865,44,40,Rabi,Abnormal,No Crops Suitable
7.35,355,7,28,Summer,Normal,Banana
6.37,697,32,37,Kharif,Abnormal,No Crops Suitable
9.81,1554,39,13,Kharif,Abnormal,No Crops Suitable
6.98,1014,10,22,Summer,Normal,Banana
7.47,1072,9,22,Summer,Normal,Banana
9.64,2095,46,41,Summer,Abnormal,No Crops Suitable
5.46,2467,17,32,Kharif,Abnormal,No Crops Suitable
8.19,1265,3,30,Rabi,Normal,Jowar
6.6,453,10,22,Summer,Normal,Banana
6.76,1916,17,16,Rabi,Abnormal,No Crops Suitable
5.63,1922,15,31,Rabi,Abnormal,No Crops Suitable
7.34,567,3,15,Rabi,Normal,Bengal Gram
5.99,446,28,24,Rabi,Abnormal,No Crops Suitable
6.85,403,5,18,Rabi,Normal,Onion
7.2,783,3,32,Summer,Normal,Sweet Orange
5.69,849,0,30,Summer,Normal,Mango
6.4,400,1,24,Rabi,Normal,Onion
9.52,1192,17,33,Summer,Abnormal,No Crops Suitable
7.39,690,1,26,Kharif,Normal,Red Gram
6.05,316,2,17,Rabi,Normal,Onion
6.42,728,1,28,Rabi,Normal,Jowar
5.76,1044,42,15,Kharif,Abnormal,No Crops Suitable
6.24,620,24,23,Summer,Abnormal,No Crops Suitable
9.53,419,35,22,Kharif,Abnormal,No Crops Suitable
7.04,1114,26,28,Rabi,Abnormal,No Crops Suitable
8.25,661,0,22,Rabi,Normal,Bengal Gram
7.43,832,8,27,Summer,Normal,Banana
6.61,386,1,15,Rabi,Normal,Onion
5.54,455,40,28,Summer,Abnormal,No Crops Suitable
8.03,393,4,28,Rabi,Normal,Jowar
8.79,720,27,15,Summer,Abnormal,No Crops Suitable
6.51,903,5,30,Summer,Normal,Banana
8.15,2426,14,14,Summer,Abnormal,No Crops Suitable
6.75,963,9,29,Kharif,Normal,Groundnut
7.35,328,1,25,Summer,Normal,Mango
6.52,1320,5,23,Rabi,Normal,Chillies
6.19,2069,43,40,Kharif,Abnormal,No Crops Suitable
7.29,1605,27,35,Rabi,Abnormal,No Crops Suitable
7.21,726,5,28,Kharif,Normal,Red Gram
6.31,1142,4,29,Summer,Normal,Mango
8.88,2907,30,29,Summer,Abnormal,No Crops Suitable
9.45,1621,49,32,Kharif,Abnormal,No Crops Suitable
4.37,1152,6,13,Rabi,Abnormal,No Crops Suitable
6.98,670,1,19,Rabi,Normal,Bengal Gram
6.29,355,9,23,Rabi,Normal,Sunflower
6.55,658,7,26,Summer,Normal,Pomegranate
5.97,931,5,23,Kharif,Normal,Maize
7.89,375,1,26,Kharif,Normal,Red Gram
6.15,615,0,21,Rabi,Normal,Onion
6.28,1315,4,31,Summer,Normal,Sweet Orange
9.27,2659,35,32,Kharif,Abnormal,No Crops Suitable
5.96,2309,39,30,Kharif,Abnormal,No Crops Suitable
7.88,621,6,26,Kharif,Normal,Red Gram
7.5,734,5,25,Summer,Normal,Mango
6.62,2496,7,15,Kharif,Abnormal,No Crops Suitable
6.23,801,6,27,Kharif,Normal,Groundnut
5.57,451,36,37,Kharif,Abnormal,No Crops Suitable
6.85,1416,5,20,Summer,Normal,Banana
6.82,638,15,32,Kharif,Normal,Cotton
5.56,1046,10,21,Kharif,Normal,Maize
6.15,739,4,23,Kharif,Normal,Castor
8.36,430,10,27,Rabi,Normal,Jowar
6.95,769,2,25,Rabi,Normal,Sunflower
5.71,828,6,26,Kharif,Normal,Castor
4.05,909,20,17,Kharif,Abnormal,No Crops Suitable
6.95,1214,4,35,Summer,Normal,Sweet Orange
4.7,2747,19,38,Summer,Abnormal,No Crops Suitable
8.2,940,47,29,Kharif,Abnormal,No Crops Suitable
9.03,1763,47,14,Rabi,Abnormal,No Crops Suitable
9.96,2563,41,12,Summer,Abnormal,No Crops Suitable
6.73,659,1,26,Kharif,Normal,Groundnut
4.31,1003,4,10,Summer,Abnormal,No Crops Suitable
9.86,1202,15,29,Kharif,Abnormal,No Crops Suitable
9.61,1582,0,33,Summer,Abnormal,No Crops Suitable
6.75,411,7,27,Kharif,Normal,Groundnut
9.17,2518,8,32,Rabi,Abnormal,No Crops Suitable
9.65,1976,33,43,Kharif,Abnormal,No Crops Suitable
6.5,901,6,20,Kharif,Normal,Maize
8.15,666,4,23,Rabi,Normal,Bengal Gram
6.6,927,1,29,Summer,Normal,Sweet Orange
9.25,1356,5,40,Rabi,Abnormal,No Crops Suitable
8.91,1430,50,14,Kharif,Abnormal,No Crops Suitable
7.34,1408,3,26,Rabi,Normal,Jowar
5.66,1840,3,24,Summer,Normal,Tomato
9.56,1099,35,19,Kharif,Abnormal,No Crops Suitable
8.88,536,22,45,Summer,Abnormal,No Crops Suitable
6.49,833,1,27,Kharif,Normal,Groundnut
7.7,2931,9,34,Summer,Abnormal,No Crops Suitable
4.38,2106,6,44,Rabi,Abnormal,No Crops Suitable
6.59,1559,23,36,Kharif,Abnormal,No Crops Suitable
5.0,2887,18,13,Kharif,Abnormal,No Crops Suitable
7.36,1152,2,25,Rabi,Normal,Sunflower
6.05,704,12,31,Kharif,Normal,Paddy
7.44,859,3,29,Kharif,Normal,Groundnut
5.94,1465,38,44,Kharif,Abnormal,No Crops Suitable
6.42,327,3,15,Rabi,Normal,Onion
5.78,492,0,34,Kharif,Normal,Paddy
6.8,867,11,25,Kharif,Normal,Cotton
7.97,2833,30,43,Summer,Abnormal,No Crops Suitable
8.31,2674,22,45,Summer,Abnormal,No Crops Suitable
6.96,583,3,23,Summer,Normal,Banana
6.85,964,9,21,Rabi,Normal,Sunflower
6.77,1007,1,34,Summer,Normal,Sweet Orange
6.0,1958,13,22,Summer,Abnormal,No Crops Suitable
7.28,2436,12,33,Kharif,Abnormal,No Crops Suitable
7.07,433,2,21,Rabi,Normal,Sunflower
4.84,2139,27,35,Rabi,Abnormal,No Crops Suitable
6.42,2588,11,37,Kharif,Abnormal,No Crops Suitable
6.25,808,5,29,Summer,Normal,Sweet Orange
9.82,866,12,21,Rabi,Abnormal,No Crops Suitable
9.11,814,48,15,Summer,Abnormal,No Crops Suitable
8.41,1740,3,28,Kharif,Abnormal,No Crops Suitable
5.84,969,10,26,Kharif,Normal,Maize
7.56,1111,0,13,Summer,Abnormal,No Crops Suitable
7.48,2916,16,45,Summer,Abnormal,No Crops Suitable
9.89,2116,24,19,Kharif,Abnormal,No Crops Suitable
6.71,1425,4,25,Summer,Normal,Pomegranate
4.92,1458,45,39,Kharif,Abnormal,No Crops Suitable
9.37,2662,31,23,Summer,Abnormal,No Crops Suitable
9.14,661,29,30,Rabi,Abnormal,No Crops Suitable
4.83,985,24,35,Rabi,Abnormal,No Crops Suitable
6.4,858,0,26,Kharif,Normal,Castor
7.06,519,13,29,Kharif,Normal,Cotton
6.73,561,1,18,Rabi,Normal,Bengal Gram
9.94,2187,48,20,Summer,Abnormal,No Crops Suitable
6.54,611,31,12,Kharif,Abnormal,No Crops Suitable
9.82,2507,32,33,Summer,Abnormal,No Crops Suitable
4.57,1956,7,35,Summer,Abnormal,No Crops Suitable
9.63,1194,13,16,Rabi,Abnormal,No Crops Suitable
7.06,1191,2,34,Summer,Normal,Sweet Orange
9.44,909,10,10,Kharif,Abnormal,No Crops Suitable
7.49,430,4,26,Kharif,Normal,Red Gram
6.48,672,11,31,Kharif,Normal,Paddy
5.97,1198,35,40,Summer,Abnormal,No Crops Suitable
5.66,460,2,24,Summer,Normal,Mango
9.72,2442,23,41,Rabi,Abnormal,No Crops Suitable
7.87,804,25,45,Kharif,Abnormal,No Crops Suitable
5.72,756,11,23,Rabi,Abnormal,No Crops Suitable
4.69,840,30,30,Summer,Abnormal,No Crops Suitable
6.13,390,8,24,Summer,Normal,Tomato
7.19,1620,4,26,Summer,Normal,Pomegranate
4.22,349,47,33,Kharif,Abnormal,No Crops Suitable
6.23,603,40,39,Rabi,Abnormal,No Crops Suitable
5.83,2189,28,17,Kharif,Abnormal,No Crops Suitable
5.46,1790,27,28,Rabi,Abnormal,No Crops Suitable
8.23,812,15,27,Rabi,Normal,Jowar
6.23,560,15,23,Kharif,Normal,Paddy
7.39,334,5,28,Summer,Normal,Pomegranate
8.2,818,38,16,Kharif,Abnormal,No Crops Suitable
6.67,2897,30,18,Kharif,Abnormal,No Crops Suitable
4.43,1512,3,45,Summer,Abnormal,No Crops Suitable
6.73,503,5,45,Summer,Abnormal,No Crops Suitable
8.87,2214,3,16,Rabi,Abnormal,No Crops Suitable
5.74,1720,2,23,Summer,Normal,Tomato
4.72,2536,45,14,Kharif,Abnormal,No Crops Suitable
6.93,850,22,41,Kharif,Abnormal,No Crops Suitable
8.74,320,9,21,Kharif,Abnormal,No Crops Suitable
6.18,2045,2,23,Summer,Normal,Tomato
8.15,2292,34,15,Rabi,Abnormal,No Crops Suitable
4.3,365,29,31,Kharif,Abnormal,No Crops Suitable
6.4,666,0,27,Kharif,Normal,Paddy
4.59,1820,42,21,Kharif,Abnormal,No Crops Suitable
9.67,2524,14,18,Kharif,Abnormal,No Crops Suitable
4.32,913,44,10,Kharif,Abnormal,No Crops Suitable
8.91,2065,9,40,Rabi,Abnormal,No Crops Suitable
9.48,1744,28,35,Summer,Abnormal,No Crops Suitable
4.51,1556,47,33,Rabi,Abnormal,No Crops Suitable
6.59,1156,8,21,Summer,Normal,Banana
7.31,734,0,22,Rabi,Normal,Sunflower
4.07,1317,50,42,Summer,Abnormal,No Crops Suitable
6.6,352,4,21,Rabi,Normal,Onion
6.27,447,15,25,Kharif,Normal,Paddy
8.49,1989,13,21,Rabi,Abnormal,No Crops Suitable
5.76,488,30,25,Rabi,Abnormal,No Crops Suitable
6.18,2523,5,10,Kharif,Abnormal,No Crops Suitable
5.16,1785,46,11,Summer,Abnormal,No Crops Suitable
6.36,1235,8,22,Rabi,Normal,Chillies
7.59,2026,13,10,Kharif,Abnormal,No Crops Suitable
5.84,1017,5,23,Summer,Normal,Tomato
5.69,611,15,27,Kharif,Normal,Paddy
7.46,1351,2,31,Summer,Normal,Sweet Orange
6.53,929,0,24,Rabi,Normal,Chillies
6.55,883,8,30,Kharif,Normal,Red Gram
5.61,2364,1,23,Summer,Normal,Tomato
9.14,631,20,14,Rabi,Abnormal,No Crops Suitable
9.06,2379,35,15,Summer,Abnormal,No Crops Suitable
6.97,617,0,25,Rabi,Normal,Bengal Gram
6.61,302,2,29,Summer,Normal,Mango
5.24,1449,7,41,Kharif,Abnormal,No Crops Suitable
4.14,2607,31,23,Summer,Abnormal,No Crops Suitable
5.51,1685,4,24,Summer,Normal,Tomato
7.38,1056,33,33,Summer,Abnormal,No Crops Suitable
6.7,628,14,29,Kharif,Normal,Cotton
7.01,475,26,33,Kharif,Abnormal,No Crops Suitable
4.26,1964,49,31,Summer,Abnormal,No Crops Suitable
5.84,1073,9,30,Kharif,Normal,Cotton
5.33,875,45,28,Kharif,Abnormal,No Crops Suitable
5.84,2431,10,24,Summer,Normal,Tomato
6.39,889,1,16,Rabi,Normal,Onion
5.49,629,43,39,Kharif,Abnormal,No Crops Suitable
6.09,1164,5,26,Summer,Normal,Sweet Orange
7.28,1928,38,14,Summer,Abnormal,No Crops Suitable
8.49,1249,28,31,Summer,Abnormal,No Crops Suitable
9.54,1580,2,15,Kharif,Abnormal,No Crops Suitable
7.88,1053,4,38,Kharif,Abnormal,No Crops Suitable
6.78,901,10,27,Rabi,Normal,Jowar
7.23,532,22,44,Rabi,Abnormal,No Crops Suitable
6.5,752,3,35,Summer,Normal,Sweet Orange
6.13,312,3,17,Rabi,Normal,Bengal Gram
5.97,649,0,26,Kharif,Normal,Castor
5.87,1124,27,22,Kharif,Abnormal,No Crops Suitable
6.66,796,9,27,Rabi,Normal,Jowar
4.12,2398,17,44,Summer,Abnormal,No Crops Suitable
6.41,477,7,33,Kharif,Normal,Paddy
6.01,1792,0,23,Summer,Normal,Tomato
6.93,627,3,29,Kharif,Normal,Groundnut
7.46,301,6,27,Summer,Normal,Banana
7.45,1159,7,35,Summer,Normal,Pomegranate
5.87,524,1,25,Kharif,Normal,Castor
6.9,1002,0,25,Summer,Normal,Mango
6.6,414,2,21,Rabi,Normal,Sunflower
9.47,2682,10,14,Rabi,Abnormal,No Crops Suitable
9.54,1296,29,23,Rabi,Abnormal,No Crops Suitable
4.39,620,36,41,Rabi,Abnormal,No Crops Suitable
6.69,2157,30,36,Summer,Abnormal,No Crops Suitable
6.54,398,3,27,Rabi,Normal,Chillies
7.07,443,8,30,Kharif,Normal,Groundnut
7.81,1327,3,25,Kharif,Normal,Cotton
7.24,962,35,24,Rabi,Abnormal,No Crops Suitable
6.08,540,6,24,Kharif,Normal,Paddy
4.76,1015,17,34,Summer,Abnormal,No Crops Suitable
5.86,318,1,25,Summer,Normal,Mango
7.84,1123,16,21,Kharif,Normal,Cotton
6.46,1266,4,30,Kharif,Normal,Cotton
5.11,2541,23,35,Summer,Abnormal,No Crops Suitable
4.2,1765,50,12,Summer,Abnormal,No Crops Suitable
7.38,2860,37,45,Kharif,Abnormal,No Crops Suitable
4.64,1051,42,33,Kharif,Abnormal,No Crops Suitable
6.67,387,5,19,Rabi,Normal,Onion
7.19,941,5,24,Summer,Normal,Banana
6.9,776,2,25,Rabi,Normal,Sunflower
4.63,796,17,18,Kharif,Abnormal,No Crops Suitable
5.89,1833,38,30,Rabi,Abnormal,No Crops Suitable
5.12,730,43,24,Kharif,Abnormal,No Crops Suitable
7.95,1363,22,20,Summer,Abnormal,No Crops Suitable
7.75,1696,35,27,Summer,Abnormal,No Crops Suitable
7.26,504,8,23,Rabi,Normal,Sunflower
7.7,585,39,42,Kharif,Abnormal,No Crops Suitable
5.56,2038,38,38,Rabi,Abnormal,No Crops Suitable
6.49,666,4,15,Rabi,Normal,Bengal Gram
7.06,423,4,30,Summer,Normal,Banana
8.77,1296,9,31,Summer,Abnormal,No Crops Suitable
6.15,687,4,24,Rabi,Normal,Sunflower
4.99,1830,31,12,Kharif,Abnormal,No Crops Suitable
7.34,585,9,21,Rabi,Normal,Sunflower
8.28,1150,2,28,Rabi,Normal,Jowar
6.25,604,1,19,Kharif,Normal,Maize
6.47,669,0,25,Summer,Normal,Sweet Orange
9.41,2029,38,12,Kharif,Abnormal,No Crops Suitable
6.68,872,5,26,Kharif,Normal,Cotton
9.22,1835,1,40,Rabi,Abnormal,No Crops Suitable
5.45,822,21,35,Kharif,Abnormal,No Crops Suitable
8.99,354,44,30,Rabi,Abnormal,No Crops Suitable
6.72,1042,3,24,Rabi,Normal,Sunflower
6.79,657,0,32,Rabi,Normal,Jowar
7.81,2077,30,31,Kharif,Abnormal,No Crops Suitable
8.13,1449,31,37,Kharif,Abnormal,No Crops Suitable
9.68,527,25,26,Kharif,Abnormal,No Crops Suitable
6.8,1620,29,27,Rabi,Abnormal,No Crops Suitable
6.77,324,2,23,Rabi,Normal,Bengal Gram
6.78,1469,40,39,Kharif,Abnormal,No Crops Suitable
4.94,2852,27,11,Summer,Abnormal,No Crops Suitable
6.22,224,2,17,Rabi,Normal,Bengal Gram
7.52,2231,48,39,Kharif,Abnormal,No Crops Suitable
4.22,2700,36,19,Rabi,Abnormal,No Crops Suitable
7.04,391,4,16,Rabi,Normal,Bengal Gram
7.43,918,7,21,Rabi,Normal,Sunflower
7.46,426,8,28,Rabi,Normal,Jowar
7.66,843,32,45,Kharif,Abnormal,No Crops Suitable
7.9,1412,5,23,Kharif,Normal,Cotton
6.91,1157,3,30,Rabi,Normal,Chillies
7.4,784,10,23,Rabi,Normal,Sunflower
6.72,656,10,27,Kharif,Normal,Groundnut
6.78,549,9,25,Summer,Normal,Pomegranate
9.91,1255,4,37,Rabi,Abnormal,No Crops Suitable
9.72,376,37,27,Kharif,Abnormal,No Crops Suitable
8.22,1258,13,27,Rabi,Normal,Jowar
6.29,2034,9,43,Kharif,Abnormal,No Crops Suitable
5.87,1441,20,27,Kharif,Normal,Cotton
9.01,303,12,31,Summer,Abnormal,No Crops Suitable
6.47,2511,0,44,Rabi,Abnormal,No Crops Suitable
4.92,1057,43,45,Kharif,Abnormal,No Crops Suitable
6.79,617,2,27,Summer,Normal,Mango
7.83,1994,21,25,Rabi,Abnormal,No Crops Suitable
5.72,685,16,27,Kharif,Abnormal,No Crops Suitable
6.72,655,8,21,Summer,Normal,Tomato
7.19,1636,27,17,Kharif,Abnormal,No Crops Suitable
8.93,1811,17,13,Kharif,Abnormal,No Crops Suitable
6.04,787,27,13,Kharif,Abnormal,No Crops Suitable
7.96,1301,38,31,Rabi,Abnormal,No Crops Suitable
4.35,1804,23,31,Summer,Abnormal,No Crops Suitable
8.0,394,47,29,Kharif,Abnormal,No Crops Suitable
6.97,637,1,23,Rabi,Normal,Onion
8.93,1502,44,41,Rabi,Abnormal,No Crops Suitable
7.51,1174,10,29,Summer,Normal,Pomegranate
7.74,1981,4,24,Kharif,Abnormal,No Crops Suitable
6.15,611,0,25,Kharif,Normal,Maize
5.86,2967,14,19,Kharif,Abnormal,No Crops Suitable
5.9,834,11,43,Rabi,Abnormal,No Crops Suitable
7.03,795,0,19,Kharif,Normal,Red Gram
7.36,1324,19,10,Kharif,Abnormal,No Crops Suitable
5.7,359,3,28,Kharif,Normal,Paddy
8.32,2122,45,28,Rabi,Abnormal,No Crops Suitable
6.53,2649,11,13,Summer,Abnormal,No Crops Suitable
7.2,336,0,29,Summer,Normal,Mango
5.2,476,11,39,Rabi,Abnormal,No Crops Suitable
6.34,977,20,30,Kharif,Normal,Cotton
6.28,498,4,24,Summer,Normal,Mango
9.59,919,13,37,Summer,Abnormal,No Crops Suitable
7.0,617,3,27,Kharif,Normal,Maize
6.32,2768,19,29,Rabi,Abnormal,No Crops Suitable
7.04,520,10,28,Kharif,Normal,Red Gram
4.73,2782,0,24,Kharif,Abnormal,No Crops Suitable
8.43,1892,32,14,Rabi,Abnormal,No Crops Suitable
8.82,1001,49,25,Rabi,Abnormal,No Crops Suitable
6.21,911,0,20,Kharif,Normal,Castor
7.59,2660,19,11,Kharif,Abnormal,No Crops Suitable
6.32,441,4,20,Kharif,Normal,Paddy
5.9,655,8,35,Kharif,Normal,Paddy
6.92,1374,9,23,Summer,Normal,Banana
6.79,523,4,33,Summer,Normal,Sweet Orange
9.09,947,37,31,Rabi,Abnormal,No Crops Suitable
7.1,468,9,22,Rabi,Normal,Sunflower
8.31,1446,18,30,Rabi,Abnormal,No Crops Suitable
7.21,573,0,18,Kharif,Normal,Red Gram
8.13,1823,23,17,Kharif,Abnormal,No Crops Suitable
4.66,1774,30,15,Kharif,Abnormal,No Crops Suitable
6.43,521,7,28,Kharif,Normal,Groundnut
7.02,1107,3,21,Rabi,Normal,Sunflower
7.37,326,9,19,Kharif,Normal,Maize
7.35,687,5,30,Summer,Normal,Pomegranate
6.85,369,16,30,Kharif,Normal,Cotton
6.79,363,2,24,Rabi,Normal,Bengal Gram
7.07,1197,0,23,Rabi,Normal,Sunflower
6.87,2487,32,21,Kharif,Abnormal,No Crops Suitable
6.9,703,1,30,Rabi,Normal,Chillies
8.28,2142,14,33,Rabi,Abnormal,No Crops Suitable
5.46,2714,32,15,Summer,Abnormal,No Crops Suitable
8.93,2245,1,17,Kharif,Abnormal,No Crops Suitable
9.44,270,19,36,Kharif,Abnormal,No Crops Suitable
5.91,2569,46,28,Summer,Abnormal,No Crops Suitable
6.47,311,2,29,Summer,Normal,Sweet Orange
5.59,2060,1,22,Summer,Normal,Tomato
6.2,1147,5,26,Rabi,Normal,Jowar
7.12,2446,9,33,Rabi,Abnormal,No Crops Suitable
5.25,2166,20,44,Summer,Abnormal,No Crops Suitable
8.96,308,2,20,Rabi,Normal,Bengal Gram
6.72,1551,30,27,Kharif,Abnormal,No Crops Suitable
9.62,1163,49,36,Rabi,Abnormal,No Crops Suitable
5.27,1171,21,35,Rabi,Abnormal,No Crops Suitable
7.08,1027,2,27,Summer,Normal,Mango
6.67,430,2,19,Kharif,Normal,Maize
7.13,2817,34,40,Summer,Abnormal,No Crops Suitable
6.14,825,8,27,Rabi,Normal,Chillies
6.34,1306,0,22,Summer,Normal,Tomato
4.36,2029,39,45,Summer,Abnormal,No Crops Suitable
6.19,215,46,26,Kharif,Abnormal,No Crops Suitable
4.08,631,9,12,Rabi,Abnormal,No Crops Suitable
6.82,713,6,29,Rabi,Normal,Jowar
6.94,733,9,25,Summer,Normal,Banana
6.02,793,17,43,Kharif,Abnormal,No Crops Suitable
4.63,2902,9,14,Summer,Abnormal,No Crops Suitable
7.5,420,5,30,Summer,Normal,Banana
7.38,503,1,25,Kharif,Normal,Groundnut
6.38,891,4,18,Rabi,Normal,Onion
6.08,1584,3,22,Summer,Normal,Tomato
6.34,1109,7,20,Kharif,Normal,Castor
6.76,308,10,20,Kharif,Normal,Maize
6.89,1251,0,21,Kharif,Normal,Cotton
8.37,2348,43,38,Summer,Abnormal,No Crops Suitable
6.68,1456,1,33,Summer,Normal,Pomegranate
5.67,1270,8,21,Summer,Normal,Tomato
7.54,1354,6,29,Summer,Normal,Pomegranate
7.64,1278,20,28,Kharif,Normal,Cotton
7.2,675,7,27,Kharif,Normal,Groundnut
7.33,779,5,18,Kharif,Normal,Maize
6.48,2569,15,21,Kharif,Abnormal,No Crops Suitable
4.59,920,12,23,Summer,Abnormal,No Crops Suitable
6.75,689,6,30,Summer,Normal,Banana
6.17,441,2,21,Kharif,Normal,Paddy
8.41,2478,1,44,Kharif,Abnormal,No Crops Suitable
6.31,2919,31,20,Rabi,Abnormal,No Crops Suitable
8.64,719,4,20,Rabi,Normal,Bengal Gram
7.57,486,3,21,Kharif,Normal,Red Gram
6.57,2766,48,43,Summer,Abnormal,No Crops Suitable
5.22,364,0,25,Kharif,Normal,Castor
6.23,654,4,26,Kharif,Normal,Castor
6.52,1512,36,42,Rabi,Abnormal,No Crops Suitable
6.16,782,13,26,Kharif,Normal,Paddy
6.92,1166,5,29,Rabi,Normal,Chillies
9.71,2631,48,39,Rabi,Abnormal,No Crops Suitable
6.34,1631,2,21,Summer,Normal,Tomato
7.12,1779,0,27,Summer,Normal,Pomegranate
5.39,1350,0,23,Rabi,Abnormal,No Crops Suitable
6.12,815,7,25,Rabi,Normal,Chillies
4.87,856,13,15,Kharif,Abnormal,No Crops Suitable
5.46,2660,48,36,Summer,Abnormal,No Crops Suitable
8.43,582,14,36,Rabi,Abnormal,No Crops Suitable
6.92,580,3,24,Rabi,Normal,Onion
6.82,554,4,21,Rabi,Normal,Onion
6.07,461,9,21,Rabi,Normal,Chillies
6.77,2435,9,21,Summer,Normal,Tomato
9.84,420,12,26,Kharif,Abnormal,No Crops Suitable
6.81,495,1,20,Kharif,Normal,Red Gram
5.25,2151,12,26,Kharif,Abnormal,No Crops Suitable
6.92,507,2,13,Rabi,Normal,Onion
5.54,1533,24,16,Rabi,Abnormal,No Crops Suitable
5.19,371,28,31,Rabi,Abnormal,No Crops Suitable
5.79,1145,10,22,Summer,Normal,Tomato
5.7,1063,2,25,Summer,Normal,Mango
7.18,2646,42,32,Rabi,Abnormal,No Crops Suitable
7.88,358,6,25,Kharif,Normal,Red Gram
6.5,2973,46,11,Kharif,Abnormal,No Crops Suitable
9.85,1709,26,23,Summer,Abnormal,No Crops Suitable
8.09,1038,12,40,Kharif,Abnormal,No Crops Suitable
6.53,771,7,24,Summer,Normal,Banana
6.45,454,7,24,Kharif,Normal,Maize
9.84,268,3,22,Rabi,Abnormal,No Crops Suitable
7.27,206,44,43,Rabi,Abnormal,No Crops Suitable
7.87,779,5,29,Rabi,Normal,Jowar
8.44,2061,39,30,Summer,Abnormal,No Crops Suitable
5.82,1865,13,29,Kharif,Abnormal,No Crops Suitable
6.65,616,3,23,Kharif,Normal,Cotton
7.52,1071,14,32,Kharif,Normal,Cotton
6.91,878,9,28,Rabi,Normal,Chillies
6.62,460,10,27,Kharif,Normal,Red Gram
5.66,757,13,35,Kharif,Normal,Paddy
7.36,949,2,22,Kharif,Normal,Maize
8.02,1412,16,26,Summer,Abnormal,No Crops Suitable
8.98,2448,14,21,Kharif,Abnormal,No Crops Suitable
5.6,1000,40,38,Summer,Abnormal,No Crops Suitable
7.32,557,3,24,Kharif,Normal,Red Gram
6.76,601,1,29,Kharif,Normal,Groundnut
6.35,830,2,25,Kharif,Normal,Maize
6.47,1111,2,26,Kharif,Normal,Castor
6.14,498,5,22,Kharif,Normal,Paddy
6.6,733,4,23,Summer,Normal,Banana
7.86,1644,2,30,Summer,Normal,Pomegranate
6.27,2379,9,16,Kharif,Abnormal,No Crops Suitable
7.33,1414,5,31,Summer,Normal,Pomegranate
8.28,536,37,33,Kharif,Abnormal,No Crops Suitable
6.09,1046,0,28,Rabi,Normal,Chillies
9.39,1113,38,16,Kharif,Abnormal,No Crops Suitable
6.23,794,15,31,Kharif,Normal,Paddy
5.81,1345,23,12,Kharif,Abnormal,No Crops Suitable
7.62,2312,29,17,Rabi,Abnormal,No Crops Suitable
6.49,332,2,41,Summer,Abnormal,No Crops Suitable
6.91,1477,5,26,Rabi,Normal,Chillies
4.35,2636,41,18,Summer,Abnormal,No Crops Suitable
7.68,1449,21,16,Summer,Abnormal,No Crops Suitable
6.14,740,9,20,Kharif,Normal,Castor
6.99,238,24,17,Rabi,Abnormal,No Crops Suitable
6.8,1154,3,32,Summer,Normal,Sweet Orange
