temperature,turbidity,tds,ph,result
36,35,10,1,2
40,24,6,5,2
20,40,4,9,2
25,63,2,3,2
29,72,4,3,2
18,48,10,9,0
16,67,6,3,2
35,20,1,1,2
29,41,9,7,2
35,36,5,3,2
17,57,10,9,2
40,28,7,11,2
40,34,10,5,2
40,20,6,8,2
22,58,1,7,2
21,77,2,9,2
27,46,9,6,2
23,61,10,9,2
15,43,7,1,2
35,56,2,7,2
29,62,9,5,2
37,51,2,1,2
18,38,8,11,1
22,54,10,9,2
32,56,7,1,2
27,24,12,14,1
29,45,5,7,2
29,41,4,12,2
33,65,10,13,1
34,45,3,5,2
21,45,7,1,2
15,64,4,10,2
29,37,8,5,2
22,79,8,8,2
19,79,6,9,2
28,26,4,2,2
21,79,6,8,2
40,66,8,13,2
34,40,12,12,1
36,52,1,14,2
34,22,1,9,2
39,57,9,7,2
18,50,7,4,2
36,26,10,7,2
36,64,8,12,2
31,66,7,1,2
28,25,2,6,2
17,58,3,1,2
17,50,9,11,1
16,39,7,11,1
36,63,5,6,2
24,62,10,3,2
15,20,2,12,2
22,77,12,14,2
19,60,8,10,1
15,38,12,5,2
21,64,12,4,2
40,49,4,8,2
31,51,2,4,2
16,47,2,10,2
18,73,8,9,2
20,63,10,13,1
15,27,10,11,1
20,47,6,13,1
31,58,3,2,2
37,42,11,9,2
18,45,6,2,2
35,29,12,13,2
17,26,6,14,1
25,21,8,14,1
35,80,1,3,2
22,76,4,8,2
19,75,7,11,2
20,30,8,11,1
21,28,7,11,1
25,22,10,5,2
17,23,2,10,2
22,36,6,7,2
15,69,4,1,2
17,22,5,1,2
37,30,1,12,2
37,25,12,10,2
25,49,3,13,2
35,66,5,7,2
16,64,1,13,2
38,45,11,2,2
35,51,5,9,2
37,56,10,12,2
39,26,10,9,2
38,22,7,14,2
17,62,6,9,2
24,37,11,10,1
18,72,1,10,2
27,31,2,8,2
36,21,8,6,2
37,76,12,9,2
29,35,12,2,2
16,40,8,3,2
35,78,5,14,2
24,53,11,14,1
32,22,6,4,2
25,77,2,11,2
28,67,4,14,2
27,51,6,6,2
34,34,11,2,2
29,53,10,13,1
24,39,9,12,1
25,50,6,13,1
37,73,5,14,2
40,60,1,3,2
38,76,4,2,2
15,74,11,11,2
36,25,12,3,2
15,69,6,13,1
29,43,7,5,2
22,46,9,6,2
20,64,7,3,2
22,28,3,1,2
38,65,9,9,2
26,71,4,4,2
27,21,11,12,1
40,52,1,13,2
17,69,11,13,1
16,80,6,14,2
27,63,11,1,2
30,59,8,6,2
31,24,2,6,2
19,38,6,10,1
29,20,5,11,2
27,78,11,13,2
40,42,1,1,2
18,65,5,4,2
31,62,4,4,2
38,22,1,6,2
27,25,2,4,2
29,50,10,9,2
19,44,6,8,2
28,60,12,2,2
27,68,5,3,2
40,68,8,5,2
24,25,4,12,2
20,38,9,13,1
40,80,8,12,2
38,29,7,7,2
40,39,6,13,2
18,65,10,8,2
36,29,12,2,2
27,46,12,6,2
26,37,12,6,2
15,68,2,14,2
34,63,8,11,1
26,48,1,12,2
39,56,12,10,2
22,75,2,13,2
35,24,3,10,2
29,69,1,8,2
40,79,11,5,2
40,62,12,5,2
24,50,5,8,2
18,40,3,9,2
26,65,12,8,2
30,33,3,7,2
19,73,9,10,2
27,47,7,2,2
32,72,12,11,2
29,73,2,10,2
26,58,4,4,2
35,60,12,9,2
28,28,6,2,2
25,32,7,2,2
23,73,2,13,2
32,54,8,5,2
40,20,7,10,2
39,47,1,11,2
39,64,11,6,2
31,57,4,2,2
27,38,6,9,2
20,60,7,7,2
22,63,10,14,1
34,46,4,10,2
35,65,2,11,2
27,42,6,7,2
24,47,4,7,2
28,65,11,10,1
25,70,9,2,2
33,29,8,9,2
34,65,12,3,2
17,60,3,7,2
31,59,9,5,2
26,55,3,6,2
27,54,5,6,2
16,29,10,7,2
39,33,11,5,2
16,20,9,2,2
23,64,10,14,1
27,70,12,3,2
20,40,8,1,2
39,26,5,4,2
22,68,11,7,2
17,33,8,13,1
31,45,10,12,1
36,74,10,7,2
23,35,2,2,2
22,79,4,6,2
20,63,9,6,2
17,55,7,5,2
35,48,3,12,2
29,61,5,6,2
37,20,12,11,2
34,38,9,7,2
33,36,3,6,2
24,70,5,1,2
29,43,10,3,2
21,25,7,14,1
38,21,11,8,2
21,49,9,6,2
16,29,3,3,2
37,64,11,1,2
20,58,7,5,2
26,52,7,8,2
15,29,4,7,2
21,77,10,13,2
39,31,12,12,2
15,71,10,11,2
28,67,10,10,1
16,60,11,6,2
27,60,9,8,2
35,43,9,11,2
22,66,9,7,2
38,27,10,10,2
15,33,4,3,2
21,39,8,6,2
24,49,8,8,0
28,67,5,6,2
30,46,2,13,2
26,75,9,9,2
22,38,12,7,2
29,71,1,2,2
40,72,6,6,2
35,33,5,6,2
24,20,8,11,1
20,39,8,8,0
27,46,8,8,0
17,22,5,3,2
24,76,7,6,2
22,69,11,6,2
29,63,10,2,2
31,58,9,11,1
25,21,9,1,2
29,75,3,4,2
29,27,5,14,2
40,56,8,3,2
34,31,7,7,2
39,20,8,12,2
39,68,8,12,2
28,72,3,7,2
17,63,4,4,2
29,33,9,2,2
37,43,12,3,2
40,22,11,9,2
15,68,2,7,2
31,37,1,4,2
28,30,5,13,2
16,36,7,2,2
17,25,4,3,2
22,50,2,13,2
24,25,8,6,2
24,61,12,11,1
32,40,3,13,2
16,69,12,1,2
23,60,10,3,2
15,36,4,8,2
17,51,5,5,2
23,26,11,1,2
36,73,3,4,2
35,33,9,10,2
38,48,12,1,2
39,55,7,1,2
17,73,6,13,2
33,30,5,7,2
40,73,5,13,2
20,50,2,8,2
22,58,10,4,2
27,33,5,11,2
40,45,4,12,2
31,22,3,10,2
38,42,1,12,2
15,64,10,5,2
24,79,8,6,2
30,40,10,2,2
29,30,3,4,2
20,77,6,1,2
39,27,12,12,2
24,39,5,14,2
39,65,10,10,2
20,30,12,7,2
23,69,1,12,2
23,40,3,3,2
40,35,4,6,2
18,40,10,1,2
18,33,3,8,2
17,43,7,2,2
25,58,5,9,2
17,54,12,7,2
20,68,8,12,1
36,30,2,6,2
28,57,5,13,2
36,69,5,9,2
39,76,8,8,2
17,71,8,1,2
34,21,3,6,2
40,54,2,14,2
37,57,4,5,2
18,24,3,4,2
33,29,2,6,2
15,72,6,11,2
18,34,8,6,2
37,58,3,1,2
24,80,5,7,2
38,37,5,3,2
22,59,1,4,2
29,56,11,8,2
15,31,8,3,2
15,24,1,4,2
35,62,3,12,2
30,79,8,7,2
38,66,5,12,2
35,41,5,5,2
21,30,3,10,2
25,75,5,6,2
20,60,2,13,2
20,70,3,5,2
29,46,6,1,2
39,66,5,10,2
27,61,1,11,2
24,46,7,12,1
16,23,10,3,2
23,34,4,8,2
19,62,7,2,2
34,39,9,7,2
33,67,7,10,1
20,47,2,7,2
18,59,3,5,2
18,45,8,7,2
19,44,3,11,2
32,73,1,9,2
35,78,7,2,2
31,52,4,1,2
17,25,12,1,2
35,69,5,1,2
35,27,4,4,2
33,23,1,5,2
24,25,9,7,2
39,80,5,7,2
32,25,1,8,2
22,40,2,3,2
17,71,11,13,2
32,47,11,3,2
15,44,9,11,1
20,20,7,4,2
35,20,1,3,2
20,54,1,7,2
22,78,10,1,2
18,25,7,7,2
20,79,4,12,2
25,22,1,2,2
31,29,3,10,2
32,64,9,3,2
26,38,9,4,2
30,58,4,8,2
37,38,1,9,2
17,41,4,4,2
30,21,4,5,2
34,54,1,6,2
26,34,4,8,2
31,63,4,11,2
15,22,12,11,1
31,53,4,9,2
29,53,4,10,2
37,67,10,8,2
23,78,4,6,2
32,49,9,8,2
34,27,9,14,1
31,63,2,2,2
26,78,2,6,2
40,55,4,4,2
22,21,10,6,2
32,69,6,8,2
26,22,12,6,2
24,71,6,10,2
25,51,9,6,2
16,76,9,11,2
38,48,12,13,2
19,72,11,9,2
35,56,2,10,2
31,43,7,11,1
37,73,2,10,2
36,69,4,5,2
32,76,7,7,2
23,42,10,11,1
36,36,10,13,2
27,72,11,4,2
30,63,3,13,2
20,50,2,6,2
25,50,10,1,2
21,25,10,3,2
21,64,2,9,2
23,24,2,11,2
32,36,3,5,2
15,22,11,8,0
28,38,7,10,1
16,24,4,10,2
22,74,8,12,2
17,71,3,6,2
15,77,12,10,2
37,33,1,11,2
19,67,10,7,2
32,74,11,4,2
39,32,3,8,2
39,67,3,9,2
22,22,8,10,1
24,52,6,2,2
22,20,12,5,2
39,30,3,7,2
19,80,1,1,2
26,56,4,4,2
33,41,12,13,1
23,28,11,13,1
30,29,2,12,2
34,73,5,6,2
38,62,7,5,2
26,65,11,5,2
18,60,10,6,2
16,59,1,1,2
28,60,6,14,1
37,74,12,1,2
32,75,4,4,2
29,44,10,12,1
30,48,11,12,1
36,32,5,6,2
18,47,6,4,2
24,65,6,4,2
17,72,5,4,2
35,58,2,2,2
25,68,1,2,2
29,60,9,14,1
40,52,10,1,2
15,20,6,10,1
30,25,4,3,2
23,73,12,12,2
24,53,10,4,2
20,40,8,9,0
38,70,11,12,2
40,56,10,7,2
31,62,6,2,2
31,67,8,13,1
22,20,9,8,0
16,34,2,5,2
28,26,5,10,2
34,49,3,8,2
27,51,4,14,2
40,67,6,9,2
35,56,11,10,2
18,48,12,8,0
19,55,9,4,2
34,72,2,13,2
35,25,7,6,2
31,79,6,2,2
27,46,6,10,1
36,30,10,10,2
31,70,12,14,2
17,77,11,9,2
26,61,6,6,2
36,45,2,8,2
15,39,8,11,1
32,40,3,12,2
19,40,1,4,2
35,61,1,12,2
23,53,12,1,2
17,47,9,8,0
20,80,12,12,2
27,67,2,11,2
21,74,1,12,2
19,27,6,9,2
39,22,3,4,2
17,40,4,12,2
18,20,4,6,2
29,73,7,6,2
31,44,9,2,2
28,25,10,4,2
35,54,7,6,2
27,68,2,1,2
37,59,6,11,2
36,52,9,10,2
18,43,10,10,1
38,37,5,5,2
22,71,6,8,2
35,43,8,10,2
28,39,4,5,2
31,28,10,2,2
25,33,10,2,2
26,72,7,1,2
23,67,3,6,2
35,27,9,5,2
17,42,11,11,1
16,50,2,12,2
34,56,9,4,2
19,31,2,3,2
34,45,8,11,1
25,30,5,1,2
34,47,9,6,2
27,35,6,4,2
19,61,4,13,2
29,72,4,1,2
22,43,8,9,0
39,40,7,4,2
16,29,8,5,2
28,40,8,9,0
40,46,8,8,2
29,55,8,1,2
21,20,6,11,1
38,68,12,2,2
37,22,8,7,2
23,29,6,11,1
24,68,6,8,2
18,64,1,13,2
33,70,7,5,2
40,80,7,3,2
22,23,9,9,0
22,41,3,2,2
29,80,1,11,2
38,29,6,14,2
26,46,1,14,2
34,21,11,9,2
38,57,11,7,2
15,24,11,14,1
25,78,1,14,2
34,24,5,7,2
16,63,10,12,1
24,41,12,7,2
29,58,4,8,2
30,62,3,9,2
30,26,6,7,2
19,35,2,1,2
18,65,8,14,1
40,51,4,12,2
31,60,8,12,1
36,53,12,4,2
39,52,6,4,2
24,30,1,12,2
22,29,5,2,2
24,26,12,7,2
27,45,10,12,1
19,41,4,3,2
31,44,1,13,2
25,43,1,12,2
31,21,7,2,2
15,41,4,8,2
24,42,6,8,2
32,56,9,11,1
40,52,1,6,2
22,67,2,12,2
30,50,7,7,2
39,76,3,1,2
22,66,7,10,1
15,78,6,8,2
23,22,9,2,2
31,68,3,7,2
33,70,11,9,2
31,75,10,5,2
15,67,11,10,1
34,36,3,9,2
31,42,1,7,2
31,44,9,5,2
25,47,9,3,2
28,54,5,4,2
39,47,11,8,2
36,48,3,11,2
16,52,9,14,1
38,41,7,7,2
19,72,4,11,2
26,56,11,4,2
40,33,7,1,2
38,60,5,14,2
22,42,3,11,2
26,41,2,6,2
23,30,10,9,0
23,77,10,3,2
29,40,10,3,2
30,31,6,8,2
40,38,7,7,2
25,22,7,2,2
30,40,2,7,2
23,43,11,8,0
31,73,12,12,2
25,43,11,12,1
25,59,7,13,1
28,62,12,14,1
39,74,11,2,2
34,49,11,3,2
28,27,11,10,1
22,20,8,4,2
32,78,8,5,2
26,54,6,8,2
19,27,6,6,2
34,79,12,2,2
32,33,4,12,2
20,80,8,1,2
30,69,11,10,1
38,80,3,12,2
40,64,2,11,2
16,41,7,12,1
40,60,10,8,2
23,77,8,2,2
36,27,3,11,2
22,51,9,5,2
19,69,2,10,2
15,40,8,7,2
21,52,8,9,2
20,47,9,14,1
35,79,11,6,2
24,31,3,6,2
28,39,8,4,2
19,27,3,5,2
39,37,12,14,2
17,62,7,13,1
25,53,2,2,2
30,79,9,12,2
26,55,1,8,2
29,33,6,8,2
26,47,6,11,1
32,35,11,13,1
30,40,11,6,2
29,67,11,6,2
32,75,9,4,2
30,72,12,11,2
38,54,3,12,2
40,30,12,1,2
20,54,6,5,2
20,24,8,2,2
18,73,3,9,2
33,74,9,5,2
31,58,8,6,2
29,73,12,7,2
28,72,1,10,2
31,60,4,14,2
17,25,11,2,2
28,55,11,6,2
34,56,10,8,2
31,27,7,8,2
22,76,1,7,2
17,43,5,2,2
24,54,3,12,2
25,59,2,2,2
16,22,4,12,2
40,76,5,14,2
37,78,5,4,2
19,75,2,7,2
23,56,6,4,2
19,39,1,11,2
29,49,10,6,2
27,30,9,9,0
39,22,10,4,2
24,68,9,4,2
17,27,10,12,1
31,67,6,2,2
16,46,5,11,2
16,69,10,6,2
20,44,10,11,1
39,41,12,2,2
19,32,10,10,1
28,42,3,7,2
33,78,5,13,2
24,73,6,14,2
29,27,5,13,2
33,49,4,8,2
35,41,5,5,2
27,22,12,2,2
36,61,5,13,2
33,33,6,8,2
15,80,5,11,2
27,79,6,12,2
20,80,8,8,2
31,64,8,11,1
16,55,4,12,2
16,48,9,12,1
16,63,5,10,2
27,28,3,4,2
33,57,6,5,2
22,79,7,8,2
23,52,9,3,2
32,57,2,2,2
34,22,3,7,2
21,34,4,12,2
36,62,5,10,2
18,31,5,11,2
34,53,1,10,2
35,54,10,4,2
34,53,8,13,1
19,77,7,11,2
17,39,2,2,2
25,51,6,6,2
25,72,1,4,2
16,49,2,14,2
36,57,1,5,2
20,71,10,7,2
19,68,3,9,2
20,52,2,5,2
33,35,3,8,2
38,42,7,12,2
30,72,6,12,2
31,43,7,14,1
29,76,10,1,2
24,77,7,6,2
30,65,8,7,2
32,52,7,4,2
25,68,3,13,2
36,57,1,1,2
39,69,2,12,2
15,56,9,9,2
16,40,1,11,2
35,50,7,5,2
28,51,7,4,2
22,37,2,11,2
18,73,9,8,2
18,34,3,14,2
40,44,10,1,2
16,38,6,1,2
38,66,10,9,2
28,57,6,9,2
21,36,5,6,2
37,44,4,2,2
23,36,11,4,2
17,53,2,4,2
27,54,11,5,2
26,22,12,1,2
36,71,10,12,2
26,24,5,10,2
35,49,6,4,2
40,35,3,14,2
27,69,11,11,1
40,66,9,8,2
35,72,4,12,2
34,37,3,13,2
15,56,5,9,2
22,55,4,5,2
31,53,8,6,2
31,21,6,3,2
35,35,6,11,2
20,36,6,14,1
21,75,12,3,2
31,56,1,2,2
22,54,11,12,1
37,52,7,14,2
31,63,9,9,2
31,38,10,11,1
24,68,5,7,2
20,37,4,11,2
35,79,10,6,2
23,45,7,7,2
35,40,3,3,2
16,39,8,10,1
26,42,3,9,2
30,24,3,5,2
31,47,3,8,2
20,61,1,6,2
18,35,2,7,2
28,23,11,3,2
28,61,11,5,2
27,51,9,9,2
38,75,1,4,2
17,74,8,9,2
34,20,5,13,2
32,42,7,3,2
24,72,6,3,2
29,34,5,6,2
37,47,9,11,2
24,79,6,10,2
20,56,9,11,1
18,28,6,2,2
29,52,6,10,1
15,51,3,9,2
36,68,7,4,2
28,76,2,9,2
38,65,9,3,2
27,37,12,2,2
24,67,6,7,2
20,38,2,13,2
19,58,10,4,2
36,28,2,1,2
27,47,3,5,2
20,31,5,4,2
40,32,10,11,2
16,38,7,7,2
22,64,7,5,2
15,25,3,2,2
22,72,5,12,2
36,76,4,14,2
25,53,6,12,1
21,71,5,3,2
30,71,5,3,2
29,70,4,1,2
25,63,3,6,2
39,40,1,2,2
24,59,7,7,2
27,34,5,9,2
35,66,1,4,2
27,37,7,1,2
40,51,12,13,2
24,51,7,7,2
30,78,6,5,2
16,71,9,8,2
39,32,5,13,2
23,63,2,3,2
27,49,9,13,1
36,41,12,2,2
26,69,10,6,2
18,25,8,12,1
20,34,8,7,2
22,80,1,8,2
27,75,12,8,2
38,80,1,14,2
23,30,6,12,1
17,64,8,12,1
29,55,4,9,2
16,39,1,5,2
18,32,4,5,2
34,35,6,12,1
15,55,1,9,2
17,31,8,14,1
19,26,11,14,1
20,21,5,12,2
18,76,6,14,2
29,31,1,10,2
30,53,3,3,2
29,53,9,2,2
23,46,9,4,2
22,25,8,4,2
28,70,11,6,2
35,23,8,10,2
35,25,3,13,2
28,49,1,11,2
22,39,10,5,2
25,78,3,12,2
23,27,9,7,2
21,23,1,3,2
28,64,12,4,2
27,22,12,6,2
38,48,9,7,2
32,39,8,11,1
34,44,9,4,2
27,72,5,4,2
40,48,6,6,2
28,25,11,6,2
18,47,7,11,1
30,44,7,1,2
19,52,6,6,2
33,72,4,6,2
22,73,7,14,2
22,63,2,1,2
39,64,6,8,2
26,49,12,9,0
22,21,5,12,2
18,55,6,2,2
33,45,2,5,2
27,72,8,6,2
27,80,1,9,2
18,43,11,8,0
16,47,7,14,1
36,31,1,3,2
38,74,2,6,2
24,62,7,11,1
17,44,9,5,2
38,51,11,12,2
16,47,5,5,2
26,56,11,3,2
19,22,9,13,1
40,31,2,13,2
35,54,12,5,2
19,62,4,3,2
39,40,10,14,2
39,31,12,14,2
24,68,6,3,2
30,70,3,3,2
39,63,8,9,2
37,20,12,8,2
18,47,4,12,2
24,38,11,4,2
33,49,10,6,2
28,59,2,10,2
34,80,8,4,2
24,33,7,9,2
17,57,2,14,2
17,20,1,9,2
22,54,7,7,2
19,28,6,14,1
39,39,9,8,2
31,23,10,8,2
22,65,9,6,2
35,69,10,14,2
39,71,11,1,2
18,22,8,14,1
24,73,4,2,2
34,50,1,6,2
23,55,9,3,2
26,62,8,7,2
34,69,2,10,2
19,69,11,6,2
16,78,6,1,2
26,68,5,5,2
18,69,8,10,1
23,74,12,8,2
19,21,7,3,2
28,39,2,7,2
17,35,1,6,2
18,72,3,11,2
15,38,1,8,2
38,57,2,13,2
22,42,2,1,2
40,44,9,6,2
27,73,1,2,2
39,26,9,9,2
19,28,4,13,2
25,54,1,4,2
30,68,1,13,2
31,76,11,5,2
16,46,10,11,1
30,66,5,9,2
35,40,1,8,2
27,66,6,9,2
40,73,12,10,2
24,49,10,7,2
34,70,4,11,2
32,67,1,5,2
26,31,4,1,2
15,74,2,2,2
30,79,6,14,2
38,60,6,7,2
18,33,4,8,2
38,23,11,5,2
27,21,2,3,2
32,40,3,13,2
35,49,1,5,2
31,46,7,7,2
38,60,4,5,2
31,47,3,14,2
36,56,1,4,2
30,51,7,4,2
25,55,11,1,2
17,62,5,13,2
33,42,3,10,2
25,34,2,1,2
37,34,12,9,2
34,27,5,10,2
35,46,1,7,2
22,53,9,2,2
38,77,8,11,2
26,30,1,2,2
21,63,3,14,2
29,47,12,12,1
31,31,1,1,2
39,48,12,11,2
35,40,1,6,2
23,64,5,9,2
29,41,7,8,2
28,78,8,10,2
18,57,1,5,2
39,50,1,6,2
19,52,8,7,2
23,33,6,4,2
38,58,4,1,2
25,46,3,10,2
21,76,4,8,2
29,45,3,3,2
40,51,11,10,2
23,74,4,11,2
15,75,12,7,2
29,25,4,3,2
27,31,7,5,2
22,33,3,4,2
18,61,10,5,2
23,59,4,10,2
26,23,11,8,0
31,20,2,10,2
15,80,5,12,2
19,34,6,8,2
24,38,2,2,2
21,26,2,4,2
26,69,6,10,1
26,72,12,12,2
17,45,11,2,2
17,69,3,11,2
17,50,3,1,2
15,35,5,6,2
19,77,10,7,2
31,38,12,14,1
37,71,8,6,2
18,58,11,11,1
29,45,1,2,2
28,48,6,2,2
24,50,2,1,2
31,41,9,11,1
40,21,12,8,2
38,68,11,12,2
33,28,5,11,2
19,80,2,8,2
30,35,2,4,2
17,40,5,8,2
19,65,11,11,1
26,49,12,11,1
30,72,12,1,2
31,37,1,7,2
33,22,5,11,2
38,26,3,11,2
33,49,1,6,2
22,53,9,8,2
31,26,4,13,2
32,76,5,3,2
24,59,2,12,2
26,40,8,12,1
16,72,10,9,2
34,57,3,7,2
20,42,1,12,2
29,55,2,5,2
19,64,1,8,2
16,49,3,1,2
29,23,2,5,2
22,58,6,2,2
27,54,9,6,2
31,21,7,11,1
39,23,1,3,2
31,76,11,12,2
26,70,6,2,2
23,55,4,14,2
26,58,6,2,2
29,53,12,7,2
28,44,12,10,1
32,56,9,6,2
17,77,8,7,2
27,66,2,1,2
20,75,11,3,2
26,73,6,10,2
29,68,1,11,2
29,66,2,10,2
40,22,10,4,2
37,72,10,10,2
31,41,1,4,2
24,76,4,14,2
24,53,9,4,2
22,39,8,2,2
20,76,11,4,2
28,20,12,6,2
34,60,6,5,2
37,32,2,6,2
29,39,7,12,1
16,77,8,6,2
38,75,7,6,2
20,52,9,5,2
34,71,5,13,2
17,42,1,4,2
29,23,1,11,2
30,51,11,1,2
21,43,6,10,1
40,54,4,14,2
26,29,8,5,2
28,78,12,7,2
23,47,9,13,1
35,61,1,14,2
24,44,1,7,2
27,50,3,8,2
28,35,11,5,2
35,28,9,8,2
27,49,8,7,2
40,39,11,14,2
15,54,4,2,2
40,39,3,6,2
23,77,1,7,2
18,21,2,11,2
29,33,9,14,1
38,28,9,2,2
29,37,5,5,2
17,64,7,7,2
19,24,10,7,2
24,41,11,4,2
22,71,11,7,2
25,45,11,5,2
24,68,11,13,1
24,48,6,2,2
24,66,3,8,2
35,71,9,12,2
27,80,9,12,2
15,33,1,14,2
27,55,6,3,2
22,27,7,8,2
38,42,1,10,2
30,42,1,4,2
23,33,5,11,2
26,57,8,5,2
17,42,5,11,2
18,43,1,5,2
21,68,7,2,2
30,39,1,10,2
27,24,7,1,2
39,24,9,13,2
24,53,12,9,2
22,63,4,13,2
20,31,7,4,2
39,62,3,13,2
33,72,8,4,2
34,71,2,7,2
25,50,7,7,2
24,59,7,4,2
34,25,3,2,2
38,50,3,3,2
26,36,5,7,2
19,42,10,7,2
30,36,9,3,2
19,46,11,9,0
16,63,7,13,1
16,32,12,5,2
40,23,1,11,2
33,60,9,7,2
27,29,6,10,1
34,63,3,5,2
20,68,11,4,2
40,69,12,9,2
29,26,10,10,1
19,44,4,10,2
24,69,11,14,1
19,33,2,12,2
30,34,4,8,2
31,79,3,9,2
37,70,2,4,2
36,78,1,12,2
18,35,7,11,1
39,53,9,12,2
38,38,9,5,2
37,25,9,12,2
31,39,11,12,1
27,21,7,4,2
37,64,7,12,2
40,50,5,2,2
27,42,2,12,2
40,22,2,11,2
38,37,4,13,2
17,28,5,9,2
17,38,4,1,2
22,50,1,2,2
25,78,3,5,2
18,59,7,6,2
22,23,6,1,2
21,49,9,5,2
29,75,12,2,2
31,41,8,12,1
17,48,2,2,2
30,27,9,9,2
20,66,8,14,1
36,78,9,9,2
26,21,11,8,0
30,41,12,4,2
28,66,1,11,2
19,50,3,6,2
27,21,9,12,1
17,75,1,4,2
33,23,1,9,2
23,39,12,4,2
22,48,12,1,2
20,31,10,5,2
39,46,4,10,2
15,73,10,6,2
20,37,12,12,1
16,60,2,6,2
34,52,2,9,2
24,39,1,3,2
22,22,1,14,2
30,55,8,7,2
38,79,4,7,2
27,59,5,13,2
38,56,6,11,2
19,61,10,3,2
28,29,11,1,2
32,79,5,14,2
18,20,6,3,2
26,31,2,12,2
29,33,7,5,2
19,57,1,10,2
28,67,5,7,2
17,72,3,2,2
15,52,2,5,2
39,24,7,7,2
20,58,1,2,2
39,63,7,14,2
31,51,10,9,2
26,48,11,14,1
21,78,2,14,2
37,60,5,12,2
21,80,8,9,2
28,31,3,4,2
17,27,3,9,2
38,41,9,3,2
28,26,9,12,1
32,23,10,12,1
30,21,4,7,2
29,25,3,9,2
26,51,1,2,2
36,42,7,6,2
21,77,4,14,2
26,76,7,14,2
37,38,1,1,2
21,76,3,2,2
37,58,12,3,2
17,59,2,11,2
32,49,9,4,2
32,60,3,5,2
34,56,5,12,2
29,62,4,4,2
26,53,10,10,1
20,71,8,13,2
30,46,2,5,2
29,36,6,13,1
31,38,12,11,1
32,62,7,6,2
16,24,11,2,2
35,50,8,8,2
22,48,9,1,2
38,47,1,9,2
40,26,1,10,2
40,26,8,9,2
15,33,1,2,2
18,56,1,11,2
22,40,10,14,1
36,67,2,13,2
35,37,1,12,2
23,52,1,8,2
18,46,5,1,2
27,25,10,9,0
17,29,10,10,1
29,67,4,6,2
30,34,3,14,2
20,20,5,5,2
26,41,3,7,2
28,46,10,8,0
34,24,10,1,2
32,33,11,6,2
30,33,9,12,1
31,49,10,14,1
40,73,10,7,2
23,21,5,2,2
19,73,3,1,2
25,34,2,3,2
38,73,5,8,2
19,56,10,11,1
15,55,1,10,2
16,30,7,1,2
40,48,12,8,2
34,53,4,5,2
25,46,7,11,1
25,24,5,3,2
18,72,3,10,2
27,34,11,2,2
33,25,3,2,2
22,28,6,14,1
18,49,8,8,0
35,51,4,11,2
36,64,12,3,2
22,23,1,11,2
31,56,3,12,2
17,22,10,1,2
33,52,9,13,1
28,49,1,4,2
32,63,12,9,2
15,36,8,4,2
15,28,6,11,1
28,50,5,9,2
27,22,1,10,2
23,24,11,9,0
39,73,8,7,2
24,20,8,11,1
22,29,9,14,1
35,47,3,2,2
21,59,9,2,2
33,45,4,10,2
40,56,7,13,2
26,25,1,8,2
25,70,3,6,2
39,79,11,7,2
15,78,5,10,2
25,40,8,14,1
25,69,2,8,2
31,36,12,5,2
30,74,11,10,2
33,20,12,12,1
23,71,9,2,2
21,34,8,3,2
16,79,3,1,2
22,46,5,1,2
20,30,3,10,2
21,62,9,10,1
27,66,3,8,2
38,37,2,2,2
34,39,4,3,2
30,74,8,1,2
22,50,8,4,2
40,74,7,2,2
16,78,1,4,2
16,42,11,9,0
30,29,8,6,2
20,64,5,14,2
40,77,4,9,2
35,31,9,9,2
16,63,5,9,2
28,38,9,5,2
32,65,11,7,2
36,21,10,10,2
19,39,7,5,2
22,48,11,5,2
25,74,5,6,2
39,54,10,5,2
24,28,1,4,2
22,71,10,5,2
22,65,5,11,2
15,45,7,4,2
26,62,5,5,2
25,22,4,7,2
15,35,1,6,2
24,53,6,6,2
36,29,9,3,2
34,72,8,7,2
30,28,12,5,2
40,48,5,13,2
24,77,9,4,2
32,30,10,10,1
25,29,10,9,0
25,74,1,10,2
35,44,10,8,2
35,34,7,7,2
19,33,11,5,2
15,79,4,2,2
32,48,1,13,2
38,75,4,11,2
19,31,12,13,1
36,31,7,14,2
18,32,5,5,2
30,64,3,10,2
35,28,9,7,2
38,58,12,8,2
23,42,1,10,2
31,69,4,7,2
38,55,12,8,2
30,67,5,11,2
30,50,2,3,2
25,41,3,13,2
37,20,10,13,2
18,57,4,10,2
25,63,11,11,1
24,63,1,7,2
24,39,12,14,1
17,54,3,1,2
36,21,6,2,2
18,25,10,2,2
34,56,7,8,2
30,64,7,13,1
32,22,2,11,2
29,27,4,7,2
29,56,10,5,2
25,60,6,12,1
27,32,2,10,2
19,73,7,6,2
31,27,4,3,2
19,45,10,4,2
18,34,5,10,2
18,36,4,2,2
34,45,11,14,1
27,66,5,11,2
35,72,6,7,2
32,60,4,11,2
32,36,10,8,2
27,80,6,14,2
25,80,4,9,2
29,56,8,5,2
36,70,12,6,2
16,70,12,13,2
38,20,12,10,2
22,23,11,13,1
19,52,6,12,1
22,39,3,12,2
37,47,4,5,2
22,29,9,10,1
36,31,3,12,2
32,32,7,2,2
22,48,4,5,2
25,49,12,11,1
15,36,5,11,2
19,59,11,6,2
31,26,2,13,2
15,28,12,9,0
26,76,2,13,2
17,47,3,8,2
